order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,age,country,city,state,postal_code,region,category,sub_category,product_name
8622,CA-2017-104318,13-05-2017,18-05-2017,Standard Class,FH-14275,OFF-AP-10000358,20.768,2,0.2,2.3364,Frank Hawley,Corporate,26,United States,La Porte,Indiana,46350,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
8623,US-2016-114230,27-11-2016,01-12-2016,Standard Class,CM-12235,OFF-ST-10000876,39.808,4,0.2,3.9808,Chris McAfee,Consumer,35,United States,Carrollton,Texas,75007,Central,Office Supplies,Storage,Eldon Simplefile Box Office
8624,CA-2015-136147,13-11-2015,18-11-2015,Standard Class,FM-14380,OFF-BI-10004224,121.104,6,0.7,-100.92,Fred McMath,Consumer,30,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,Catalog Binders with Expanding Posts
8625,CA-2015-136147,13-11-2015,18-11-2015,Standard Class,FM-14380,TEC-AC-10004568,111.96,5,0.2,-1.3995,Fred McMath,Consumer,30,United States,Aurora,Colorado,80013,West,Technology,Accessories,Maxell LTO Ultrium - 800 GB
8626,CA-2015-156118,08-12-2015,12-12-2015,Standard Class,HG-14965,OFF-PA-10000533,15.696,3,0.2,5.1012,Henry Goldwyn,Corporate,32,United States,Los Angeles,California,90032,West,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
8627,CA-2015-164084,07-09-2015,12-09-2015,Standard Class,AG-10525,OFF-ST-10003638,70.26,3,0,18.9702,Andy Gerbode,Corporate,69,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Storage,Mobile Personal File Cube
8628,CA-2015-164084,07-09-2015,12-09-2015,Standard Class,AG-10525,TEC-AC-10002305,90,5,0,16.2,Andy Gerbode,Corporate,69,United States,Saint Petersburg,Florida,33710,South,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige
8629,CA-2015-164084,07-09-2015,12-09-2015,Standard Class,AG-10525,OFF-BI-10000605,6.096,2,0.2,2.0574,Andy Gerbode,Corporate,69,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks  9 1/2 x 11  Executive Red
8630,CA-2015-164084,07-09-2015,12-09-2015,Standard Class,AG-10525,FUR-TA-10003569,481.176,2,0.4,-120.294,Andy Gerbode,Corporate,69,United States,Saint Petersburg,Florida,33710,South,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture
8631,CA-2015-164084,07-09-2015,12-09-2015,Standard Class,AG-10525,OFF-FA-10003059,7.24,4,0,2.3892,Andy Gerbode,Corporate,69,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Fasteners,Assorted Color Push Pins
8632,CA-2016-107783,28-07-2016,29-07-2016,First Class,OT-18730,FUR-BO-10004409,177.45,5,0.5,-78.078,Olvera Toch,Consumer,39,United States,Los Angeles,California,90045,West,Furniture,Bookcases,Safco Value Mate Series Steel Bookcases  Baked Enamel Finish on Steel  Gray
8633,CA-2016-107783,28-07-2016,29-07-2016,First Class,OT-18730,OFF-BI-10000545,1369.764,6,0.7,-913.176,Olvera Toch,Consumer,39,United States,Los Angeles,California,90045,West,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System
8634,CA-2016-107783,28-07-2016,29-07-2016,First Class,OT-18730,OFF-AP-10004052,9.48,3,0.2,0.711,Olvera Toch,Consumer,39,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs  2/Pk
8635,CA-2017-159793,25-08-2017,29-08-2017,Standard Class,SV-20365,FUR-BO-10001798,130.98,2,0.5,-89.0664,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East,Furniture,Bookcases,Bush Somerset Collection Bookcase
8636,CA-2014-160094,30-04-2014,02-05-2014,First Class,JM-16195,OFF-AR-10004010,174.95,5,0,45.487,Justin MacKendrick,Consumer,18,United States,Los Angeles,California,90004,West,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener
8637,CA-2014-160094,30-04-2014,02-05-2014,First Class,JM-16195,OFF-ST-10000585,826,5,0,214.76,Justin MacKendrick,Consumer,18,United States,Los Angeles,California,90004,West,Office Supplies,Storage,Economy Rollaway Files
8638,CA-2017-151281,27-04-2017,02-05-2017,Standard Class,HM-14980,FUR-FU-10000397,139.58,7,0,39.0824,Henry MacAllister,Consumer,35,United States,New York City,New York,10009,East,Furniture,Furnishings,Luxo Economy Swing Arm Lamp
8639,CA-2017-118346,23-07-2017,24-07-2017,First Class,PO-19180,TEC-AC-10000736,399.95,5,0,143.982,Philisse Overcash,Home Office,46,United States,Chicago,Illinois,60623,Central,Technology,Accessories,Logitech G600 MMO Gaming Mouse
8640,CA-2014-129819,13-12-2014,15-12-2014,Second Class,KC-16675,OFF-BI-10004970,12.39,3,0,5.8233,Kimberly Carter,Corporate,31,United States,Seattle,Washington,98105,West,Office Supplies,Binders,ACCOHIDE 3-Ring Binder  Blue  1
8641,US-2017-148551,12-01-2017,16-01-2017,Standard Class,DB-13120,OFF-BI-10000545,760.98,5,0.8,-1141.47,David Bremer,Corporate,60,United States,Santa Clara,California,95051,West,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System
8642,CA-2017-147767,02-12-2017,02-12-2017,Same Day,SV-20935,OFF-BI-10001670,67.86,6,0.7,-45.24,Susan Vittorini,Consumer,53,United States,New York City,New York,10009,East,Office Supplies,Binders,Vinyl Sectional Post Binders
8643,CA-2015-108259,08-11-2015,15-11-2015,Standard Class,NS-18640,OFF-FA-10000624,31.504,11,0.2,11.814,Noel Staavos,Corporate,37,United States,Chicago,Illinois,60610,Central,Office Supplies,Fasteners,OIC Binder Clips
8644,CA-2015-108259,08-11-2015,15-11-2015,Standard Class,NS-18640,OFF-LA-10002945,5.04,1,0.2,1.638,Noel Staavos,Corporate,37,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters  1 1/8 x 3 1/2  White
8645,CA-2015-108259,08-11-2015,15-11-2015,Standard Class,NS-18640,OFF-BI-10000315,39.879,7,0.7,-29.2446,Noel Staavos,Corporate,37,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,Poly Designer Cover & Back
8646,CA-2015-108259,08-11-2015,15-11-2015,Standard Class,NS-18640,FUR-FU-10000023,4.712,1,0.2,1.4136,Noel Staavos,Corporate,37,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,Eldon Wave Desk Accessories
8647,CA-2016-113341,25-11-2016,29-11-2016,Standard Class,MH-17455,FUR-CH-10004698,194.352,3,0.2,19.4352,Mark Hamilton,Consumer,49,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,Padded Folding Chairs  Black  4/Carton
8648,US-2015-131842,05-12-2015,08-12-2015,First Class,RR-19525,FUR-CH-10004477,97.424,2,0.2,10.9602,Rick Reed,Corporate,51,United States,Lowell,Massachusetts,1852,East,Furniture,Chairs,Global Push Button Managers Chair  Indigo
8649,CA-2016-164574,29-07-2016,03-08-2016,Standard Class,RH-19555,OFF-ST-10003816,704.76,5,0.2,26.4285,Ritsa Hightower,Consumer,61,United States,Tallahassee,Florida,32303,South,Office Supplies,Storage,Fellowes High-Stak Drawer Files
8650,CA-2016-164574,29-07-2016,03-08-2016,Standard Class,RH-19555,OFF-BI-10002429,27.396,3,0.7,-20.0904,Ritsa Hightower,Consumer,61,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,Premier Elliptical Ring Binder  Black
8651,CA-2014-142769,13-09-2014,13-09-2014,Same Day,RP-19390,OFF-FA-10000840,5.7,5,0,2.679,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Office Supplies,Fasteners,OIC Thumb-Tacks
8652,CA-2014-142769,13-09-2014,13-09-2014,Same Day,RP-19390,FUR-FU-10001918,14.19,3,0,5.5341,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
8653,CA-2014-142769,13-09-2014,13-09-2014,Same Day,RP-19390,OFF-SU-10001574,7.3,2,0,2.19,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Office Supplies,Supplies,Acme Value Line Scissors
8654,CA-2014-142769,13-09-2014,13-09-2014,Same Day,RP-19390,TEC-AC-10001606,199.98,2,0,75.9924,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac
8655,CA-2014-142769,13-09-2014,13-09-2014,Same Day,RP-19390,TEC-AC-10003399,144.96,4,0,60.8832,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive
8656,CA-2014-142769,13-09-2014,13-09-2014,Same Day,RP-19390,TEC-AC-10000865,118,2,0,20.06,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive
8657,CA-2014-142769,13-09-2014,13-09-2014,Same Day,RP-19390,OFF-PA-10002923,48.94,1,0,24.47,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,Xerox 1942
8658,CA-2014-142769,13-09-2014,13-09-2014,Same Day,RP-19390,OFF-AP-10004785,22.66,2,0,9.7438,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner  Medium Room
8659,CA-2016-168361,21-06-2016,25-06-2016,Standard Class,KB-16600,OFF-BI-10003727,0.836,1,0.8,-1.3376,Ken Brennan,Corporate,29,United States,Houston,Texas,77041,Central,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder
8660,CA-2016-153185,03-09-2016,08-09-2016,Standard Class,MH-17620,OFF-PA-10002246,30.96,6,0.2,11.223,Matt Hagelstein,Corporate,22,United States,San Francisco,California,94110,West,Office Supplies,Paper,Wirebound Four 2-3/4 x 5 Forms per Page  400 Sets per Book
8661,CA-2017-124765,25-11-2017,30-11-2017,Standard Class,HZ-14950,FUR-BO-10003965,723.92,5,0.2,-81.441,Henia Zydlo,Consumer,32,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,OSullivan Manor Hill 2-Door Library in Brianna Oak
8662,CA-2015-131856,12-05-2015,17-05-2015,Standard Class,JG-15160,FUR-FU-10000175,21.968,4,0.6,-15.9268,James Galang,Consumer,37,United States,Los Angeles,California,90049,West,Furniture,Furnishings,DAX Wood Document Frame.
8663,CA-2015-131856,12-05-2015,17-05-2015,Standard Class,JG-15160,TEC-PH-10001336,619.152,6,0.2,69.6546,James Galang,Consumer,37,United States,Los Angeles,California,90049,West,Technology,Phones,Digium D40 VoIP phone
8664,CA-2015-131856,12-05-2015,17-05-2015,Standard Class,JG-15160,OFF-PA-10001954,127.904,7,0.2,41.5688,James Galang,Consumer,37,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Xerox 1964
8665,CA-2017-126634,30-03-2017,01-04-2017,Second Class,AB-10165,FUR-FU-10004973,94.2,5,0,39.564,Alan Barnes,Consumer,22,United States,Los Angeles,California,90036,West,Furniture,Furnishings,Flat Face Poster Frame
8666,CA-2016-118500,17-11-2016,18-11-2016,First Class,HJ-14875,OFF-SU-10004231,49.5,5,0,13.365,Heather Jas,Home Office,32,United States,Jacksonville,Florida,32216,South,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
8667,CA-2016-163951,30-12-2016,02-01-2017,First Class,CJ-11875,OFF-AR-10004269,16.52,5,0.2,1.652,Carl Jackson,Corporate,64,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,Newell 31
8668,CA-2016-149916,22-12-2016,24-12-2016,Second Class,ED-13885,OFF-BI-10004002,55.36,4,0.2,19.376,Emily Ducich,Home Office,28,United States,San Diego,California,92037,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders
8669,CA-2016-149916,22-12-2016,24-12-2016,Second Class,ED-13885,TEC-MA-10000752,11.56,1,0.2,3.757,Emily Ducich,Home Office,28,United States,San Diego,California,92037,West,Technology,Machines,Texas Instrument TI-15 Fraction Calculator
8670,CA-2015-158918,20-12-2015,25-12-2015,Second Class,AI-10855,OFF-PA-10004947,17.12,4,0,7.704,Arianne Irving,Consumer,35,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,Easy-staple paper
8671,US-2014-159611,27-12-2014,01-01-2015,Second Class,KB-16315,FUR-FU-10004904,182.352,3,0.2,-18.2352,Karl Braun,Consumer,70,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,Eldon L Workstation Diamond Chairmat
8672,US-2014-159611,27-12-2014,01-01-2015,Second Class,KB-16315,OFF-ST-10002790,118.16,2,0.2,-25.109,Karl Braun,Consumer,70,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,Safco Industrial Shelving
8673,CA-2017-163265,16-02-2017,21-02-2017,Standard Class,JS-16030,OFF-FA-10004854,18.368,2,0.2,6.1992,Joy Smith,Consumer,51,United States,Houston,Texas,77036,Central,Office Supplies,Fasteners,Vinyl Coated Wire Paper Clips in Organizer Box  800/Box
8674,CA-2017-163265,16-02-2017,21-02-2017,Standard Class,JS-16030,FUR-CH-10004063,600.558,3,0.3,-8.5794,Joy Smith,Consumer,51,United States,Houston,Texas,77036,Central,Furniture,Chairs,Global Deluxe High-Back Managers Chair
8675,CA-2017-163265,16-02-2017,21-02-2017,Standard Class,JS-16030,OFF-ST-10000642,50.352,3,0.2,-8.1822,Joy Smith,Consumer,51,United States,Houston,Texas,77036,Central,Office Supplies,Storage,Tennsco Lockers  Gray
8676,CA-2017-163265,16-02-2017,21-02-2017,Standard Class,JS-16030,OFF-AR-10004078,28.032,6,0.2,3.504,Joy Smith,Consumer,51,United States,Houston,Texas,77036,Central,Office Supplies,Art,Newell 312
8677,CA-2017-163265,16-02-2017,21-02-2017,Standard Class,JS-16030,FUR-FU-10004270,7.692,1,0.6,-3.6537,Joy Smith,Consumer,51,United States,Houston,Texas,77036,Central,Furniture,Furnishings,Eldon Image Series Desk Accessories  Burgundy
8678,CA-2017-141705,24-10-2017,26-10-2017,First Class,PO-18850,FUR-TA-10004607,517.405,5,0.3,-81.3065,Patrick O'Brill,Consumer,59,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,Hon 2111 Invitation Series Straight Table
8679,CA-2016-112739,02-09-2016,07-09-2016,Second Class,RD-19810,OFF-BI-10001132,8.608,8,0.8,-13.3424,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045,West,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  9 1/2 X 11
8680,CA-2016-112739,02-09-2016,07-09-2016,Second Class,RD-19810,TEC-AC-10001714,159.56,5,0.2,33.9065,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045,West,Technology,Accessories,Logitech MX Performance Wireless Mouse
8681,CA-2016-143805,01-12-2016,03-12-2016,Second Class,JD-15895,OFF-AP-10002945,2104.55,7,0,694.5015,Jonathan Doherty,Corporate,57,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room
8682,CA-2016-143805,01-12-2016,03-12-2016,Second Class,JD-15895,OFF-SU-10004664,40.7,5,0,11.803,Jonathan Doherty,Corporate,57,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Supplies,Acme Softgrip Scissors
8683,CA-2014-133634,05-11-2014,10-11-2014,Standard Class,SR-20740,TEC-AC-10002550,47.79,3,0,16.2486,Steven Roelle,Home Office,19,United States,New York City,New York,10024,East,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack
8684,CA-2017-101665,25-11-2017,01-12-2017,Standard Class,TZ-21580,OFF-AR-10002335,5.16,2,0,1.3416,Tracy Zic,Consumer,65,United States,Louisville,Colorado,80027,West,Office Supplies,Art,DIXON Oriole Pencils
8685,CA-2016-155446,16-12-2016,23-12-2016,Standard Class,TN-21040,TEC-AC-10001445,21.21,7,0,4.4541,Tanja Norvell,Home Office,37,United States,Phoenix,Arizona,85023,West,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink
8686,CA-2017-137323,14-11-2017,18-11-2017,Second Class,PW-19030,OFF-ST-10003996,96.36,6,0,25.0536,Pauline Webber,Corporate,47,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,Letter/Legal File Tote with Clear Snap-On Lid  Black Granite
8687,CA-2016-144015,26-06-2016,26-06-2016,Same Day,AH-10075,OFF-SU-10003505,231.72,2,0,11.586,Adam Hart,Corporate,21,United States,New York City,New York,10011,East,Office Supplies,Supplies,Premier Electric Letter Opener
8688,CA-2016-144015,26-06-2016,26-06-2016,Same Day,AH-10075,OFF-FA-10000624,17.9,5,0,8.95,Adam Hart,Corporate,21,United States,New York City,New York,10011,East,Office Supplies,Fasteners,OIC Binder Clips
8689,CA-2016-144015,26-06-2016,26-06-2016,Same Day,AH-10075,OFF-PA-10002870,12.48,2,0,5.616,Adam Hart,Corporate,21,United States,New York City,New York,10011,East,Office Supplies,Paper,Ampad Phone Message Book  Recycled  400 Message Capacity  5 ¾” x 11”
8690,CA-2014-101427,26-12-2014,30-12-2014,Standard Class,AY-10555,OFF-AR-10002257,8.016,3,0.2,1.1022,Andy Yotov,Corporate,61,United States,Oceanside,California,92054,West,Office Supplies,Art,Eldon Spacemaker Box  Quick-Snap Lid  Clear
8691,CA-2016-136770,14-08-2016,18-08-2016,Standard Class,SP-20650,TEC-PH-10003580,259.896,2,0.4,-56.3108,Stephanie Phelps,Corporate,18,United States,San Jose,California,95123,West,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone
8692,CA-2016-136770,14-08-2016,18-08-2016,Standard Class,SP-20650,TEC-PH-10001530,247.188,2,0.4,-49.4376,Stephanie Phelps,Corporate,18,United States,San Jose,California,95123,West,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
8693,CA-2016-136770,14-08-2016,18-08-2016,Standard Class,SP-20650,TEC-AC-10000420,279.96,5,0.2,48.993,Stephanie Phelps,Corporate,18,United States,San Jose,California,95123,West,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning
8694,CA-2016-118311,24-10-2016,28-10-2016,Standard Class,ED-13885,TEC-AC-10000892,450,5,0,162,Emily Ducich,Home Office,28,United States,San Diego,California,92037,West,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
8695,US-2014-112795,23-08-2014,28-08-2014,Second Class,CR-12625,OFF-PA-10001934,19.44,3,0,9.5256,Corey Roper,Home Office,46,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,Xerox 1993
8696,CA-2017-127096,15-09-2017,17-09-2017,Second Class,CS-12400,FUR-TA-10003473,300.904,1,0.2,11.2839,Christopher Schild,Home Office,33,United States,Chicago,Illinois,60623,Central,Furniture,Tables,Bretford Rectangular Conference Table Tops
8697,CA-2017-119284,15-06-2017,20-06-2017,Standard Class,TS-21205,TEC-PH-10001051,239.976,3,0.2,26.9973,Thomas Seio,Corporate,21,United States,Hackensack,New Jersey,7601,East,Technology,Phones,HTC One
8698,CA-2017-119284,15-06-2017,20-06-2017,Standard Class,TS-21205,FUR-FU-10004351,31.168,4,0.2,9.3504,Thomas Seio,Corporate,21,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,Staple-based wall hangings
8699,CA-2017-119284,15-06-2017,20-06-2017,Standard Class,TS-21205,FUR-TA-10004152,120.96,2,0.4,-28.224,Thomas Seio,Corporate,21,United States,Hackensack,New Jersey,7601,East,Furniture,Tables,Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf
8700,CA-2017-119284,15-06-2017,20-06-2017,Standard Class,TS-21205,TEC-PH-10000560,2239.936,8,0.2,223.9936,Thomas Seio,Corporate,21,United States,Hackensack,New Jersey,7601,East,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
8701,CA-2017-119284,15-06-2017,20-06-2017,Standard Class,TS-21205,OFF-AP-10004249,76.608,8,0.2,6.7032,Thomas Seio,Corporate,21,United States,Hackensack,New Jersey,7601,East,Office Supplies,Appliances,Staple holder
8702,CA-2017-119284,15-06-2017,20-06-2017,Standard Class,TS-21205,OFF-ST-10001490,142.776,1,0.2,17.847,Thomas Seio,Corporate,21,United States,Hackensack,New Jersey,7601,East,Office Supplies,Storage,Hot File 7-Pocket  Floor Stand
8703,CA-2017-119284,15-06-2017,20-06-2017,Standard Class,TS-21205,OFF-PA-10000312,91.36,5,0.2,29.692,Thomas Seio,Corporate,21,United States,Hackensack,New Jersey,7601,East,Office Supplies,Paper,Xerox 1955
8704,CA-2015-133494,01-03-2015,05-03-2015,Standard Class,RP-19390,OFF-AP-10002906,3.552,2,0.2,0.444,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
8705,CA-2016-111318,23-07-2016,26-07-2016,First Class,IL-15100,TEC-PH-10004100,115.136,8,0.2,11.5136,Ivan Liston,Consumer,53,United States,San Francisco,California,94122,West,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable
